"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"BMT","BEAMTREE HOLDINGS LIMITED","2019-06-06","Health Care Equipment & Services",112348744
"BNL","BLUE STAR HELIUM LIMITED","1994-11-24","Energy",79308503
"BNO","BIONOMICS LIMITED","1999-12-21","Pharmaceuticals, Biotechnology & Life Sciences",132628373
"BNR","BULLETIN RESOURCES LIMITED","2010-12-20","Materials",31919121
"BNZ","BENZ MINING CORP.","2020-12-23","Materials",77249898
"BOA","BOADICEA RESOURCES LIMITED","2012-10-11","Materials",15928478
"BOC","BOUGAINVILLE COPPER LIMITED","1970-12-31","Materials",152403750
"BOD","BOD AUSTRALIA LIMITED.","2016-10-27","Retailing",20635664
"BOE","BOSS ENERGY LTD","2007-07-25","Materials",582380871
"BOL","BOOM LOGISTICS LIMITED","2003-10-14","Capital Goods",82346535
"BOQ","BANK OF QUEENSLAND LIMITED.","1971-08-24","Banks",5121725904
"BOT","BOTANIX PHARMACEUTICALS LTD","1985-01-24","Pharmaceuticals, Biotechnology & Life Sciences",59361667
"BPH","BPH ENERGY LTD","2004-08-06","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"BPM","BPM MINERALS LIMITED","2020-12-30","Materials",13982528
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",13815331
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",3410593816
"BRB","BREAKER RESOURCES NL","2012-04-20","Materials",74943414
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables & Apparel",4021916440
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Materials",176711069
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",64529725
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Materials",133342266
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Software & Services",2974418320
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",113073028
"BRV","BIG RIVER GOLD LTD","2004-02-06","Materials",50648683
"BRX","BELARAROX LIMITED","2022-01-28","Materials",14082257
"BSA","BSA LIMITED","1999-11-15","Commercial & Professional Services",89428272
"BSE","BASE RESOURCES LIMITED","2008-10-02","Materials",365183674
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Materials",9392452033
"BSR","BASSARI RESOURCES LIMITED","2008-01-07","Materials","N/A"
"BST","BEST & LESS GROUP HOLDINGS LTD","2021-07-26","Retailing",481409011
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Materials",276502502
"BTC","BTC HEALTH LTD","2000-08-29","Not Applic",21420323
"BTH","BIGTINCAN HOLDINGS LIMITED","2017-03-24","Software & Services",475896180
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","2014-11-21","Diversified Financials",176232434
"BTN","BUTN LIMITED","2021-07-06","Diversified Financials",47208850
"BTR","BRIGHTSTAR RESOURCES LIMITED","2003-12-05","Materials",19686991
"BUB","BUBS AUSTRALIA LIMITED","1993-10-05","Food, Beverage & Tobacco",281876767
"BUD","BUDDY TECHNOLOGIES LTD","2006-12-18","Consumer Durables & Apparel",34677932
"BUR","BURLEY MINERALS LTD","2021-07-07","Materials",10065000
"BUX","BUXTON RESOURCES LIMITED","2007-10-23","Materials",10340213
"BUY","BOUNTY OIL & GAS NL","2002-02-05","Energy",12334509
"BVS","BRAVURA SOLUTIONS LIMITED.","2016-11-16","Software & Services",514092784
"BWF","BLACKWALL LIMITED","2011-10-21","Diversified Financials",61313451
"BWP","BWP TRUST","1998-09-16","Real Estate",2588806726
"BWX","BWX LIMITED","2015-11-11","Household & Personal Products",566485576
"BXB","BRAMBLES LIMITED","2006-11-27","Commercial & Professional Services",13700474780
"BXN","BIOXYNE LIMITED","2000-12-14","Household & Personal Products",13443053
"BYE","BYRON ENERGY LIMITED","2005-06-03","Energy",145988339
"BYH","BRYAH RESOURCES LIMITED","2017-10-17","Materials",12667602
"BYI","BEYOND INTERNATIONAL LIMITED","1987-06-12","Media & Entertainment",36802181
"C1X","COSMOS EXPLORATION LIMITED","2021-12-01","Materials",6300000
"C29","C29 METALS LIMITED","2021-11-03","Materials",7661875
"C6C","COPPER MOUNTAIN MINING CORPORATION","2018-04-06","Materials",843074152
"CAA","CAPRAL LIMITED","1986-11-20","Materials",153363870
"CAD","CAENEUS MINERALS LTD","2000-07-11","Materials",35044841
"CAE","CANNINDAH RESOURCES LIMITED","2005-05-20","Materials",167812848
"CAF","CENTREPOINT ALLIANCE LIMITED","2002-06-25","Diversified Financials",47991063
"CAG","CAPE RANGE LTD","2017-11-30","Software & Services",26099783
"CAI","CALIDUS RESOURCES LIMITED","1987-03-13","Materials",276182860
"CAJ","CAPITOL HEALTH LIMITED","2006-06-09","Health Care Equipment & Services",369987217
"CAM","CLIME CAPITAL LIMITED","2004-02-03","Not Applic",123624098
"CAN","CANN GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",97754587
"CAQ","CAQ HOLDINGS LIMITED","2005-07-25","Real Estate",17944657
"CAR","CARSALES.COM LIMITED.","2009-09-10","Media & Entertainment",6284919961
"CAT","CATAPULT GROUP INTERNATIONAL LTD","2014-12-19","Technology Hardware & Equipment",333971660
"CAU","CRONOS AUSTRALIA LIMITED","2019-11-07","Health Care Equipment & Services",159681372
"CAV","CARNAVALE RESOURCES LIMITED","2007-03-15","Materials",32221173
"CAY","CANYON RESOURCES LIMITED","2010-06-15","Materials",66610267
"CAZ","CAZALY RESOURCES LIMITED","2003-10-31","Materials",16260784
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","1991-09-12","Banks",160571449842
"CBE","COBRE LIMITED","2020-01-31","Materials",14886631
"CBL","CONTROL BIONICS LIMITED","2020-12-07","Health Care Equipment & Services",38240914
"CBO","COBRAM ESTATE OLIVES LIMITED","2021-08-11","Food, Beverage & Tobacco",764753430
"CBR","CARBON REVOLUTION LIMITED","2019-11-29","Automobiles & Components",210858765
"CBY","CANTERBURY RESOURCES LIMITED","2019-03-07","Materials",9239890
"CCA","CHANGE FINANCIAL LIMITED","2016-06-30","Software & Services",39067198
"CCE","CARNEGIE CLEAN ENERGY LIMITED","1993-10-26","Utilities",30205147
"CCG","COMMS GROUP LTD","2017-12-21","Telecommunication Services",37436269
"CCJ","COUNTY INTERNATIONAL LIMITED","2011-11-15","Energy","N/A"
"CCP","CREDIT CORP GROUP LIMITED","2000-09-04","Diversified Financials",2165884668
"CCR","CREDIT CLEAR LIMITED","2020-10-27","Software & Services",108538780
"CCV","CASH CONVERTERS INTERNATIONAL","1997-02-07","Diversified Financials",163161704
"CCX","CITY CHIC COLLECTIVE LIMITED","1998-05-28","Retailing",1237494214
"CCZ","CASTILLO COPPER LIMITED","2010-12-14","Materials",32450074
"CD1","CD PRIVATE EQUITY FUND I","2012-08-14","Not Applic",45255911
"CD2","CD PRIVATE EQUITY FUND II","2013-04-09","Not Applic",88304064
"CD3","CD PRIVATE EQUITY FUND III","2016-07-27","Not Applic",118126609
"CDA","CODAN LIMITED","2003-11-27","Technology Hardware & Equipment",1613484700
"CDD","CARDNO LIMITED","2004-05-20","Commercial & Professional Services",67184340
"CDM","CADENCE CAPITAL LIMITED","2006-12-05","Not Applic",301096115
"CDO","CADENCE OPPORTUNITIES FUND LIMITED.","2021-11-19","Not Applic",43217312
"CDP","CARINDALE PROPERTY TRUST","1996-11-28","Real Estate",334316398
"CDR","CODRUS MINERALS LIMITED","2021-06-23","Materials",9750001
"CDT","CASTLE MINERALS LIMITED","2006-05-02","Materials",63958058
"CDX","CARDIEX LIMITED","2005-11-09","Health Care Equipment & Services",49478972
"CE1","CALIMA ENERGY LIMITED","2006-07-28","Energy",118239372
"CEL","CHALLENGER EXPLORATION LIMITED","2007-11-07","Energy",274247052
"CEN","CONTACT ENERGY LIMITED","2015-09-24","Utilities",5820056325
"CF1","COMPLII FINTECH SOLUTIONS LTD","2001-12-18","Software & Services",35991117
"CFO","CFOAM LIMITED","2016-10-26","Capital Goods",8072247
"CG1","CARBONXT GROUP LIMITED","2018-01-23","Materials",41515340
"CGA","CONTANGO ASSET MANAGEMENT LIMITED","2004-09-30","Diversified Financials",40890005
"CGBDA","CANN GLOBAL LIMITED","2008-01-14","Pharmaceuticals, Biotechnology & Life Sciences",0
"CGC","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1383848291
"CGF","CHALLENGER LIMITED","2003-12-23","Diversified Financials",4041871112
"CGN","CRATER GOLD MINING LIMITED","2002-11-01","Materials","N/A"
"CGO","CPT GLOBAL LIMITED","2000-09-08","Software & Services",28053047
"CGS","COGSTATE LTD","2004-02-13","Health Care Equipment & Services",298136197
"CHC","CHARTER HALL GROUP","2005-06-10","Real Estate",7913243139
"CHK","COHIBA MINERALS LIMITED","2012-02-01","Materials",20876699
"CHL","CAMPLIFY HOLDINGS LIMITED","2021-06-28","Transportation",132547545
"CHM","CHIMERIC THERAPEUTICS LIMITED","2021-01-18","Pharmaceuticals, Biotechnology & Life Sciences",72154785
"CHN","CHALICE MINING LIMITED","2006-03-24","Materials",2833087323
"CHR","CHARGER METALS NL","2021-07-09","Materials",42109914
"CHZ","CHESSER RESOURCES LIMITED","2007-05-29","Materials",45578846
"CI1","CREDIT INTELLIGENCE LTD","2008-07-10","Commercial & Professional Services",19232682
"CIA","CHAMPION IRON LIMITED","2007-06-08","Materials",3505754182
"CII","CI RESOURCES LIMITED","1987-07-24","Materials","N/A"
"CIM","CIMIC GROUP LIMITED","1962-12-11","Capital Goods",5229777605
"CIN","CARLTON INVESTMENTS LIMITED","1970-06-30","Not Applic",832363782
"CIO","CONNECTED IO LIMITED","1984-08-16","Technology Hardware & Equipment",14306376
"CIP","CENTURIA INDUSTRIAL REIT","2012-12-13","Real Estate",2453569063
"CIW","CLIME INVESTMENT MANAGEMENT LTD","2000-12-15","Diversified Financials",43951613
"CKA","COKAL LIMITED","2000-04-17","Materials",154926582
"CKF","COLLINS FOODS LIMITED","2011-08-04","Consumer Services",1385182826
"CL1","CLASS LIMITED","2015-12-18","Software & Services",296127825
"CL8","CARLY HOLDINGS LIMITED","1996-09-09","Retailing",6048743
"CLA","CELSIUS RESOURCES LIMITED.","1988-03-24","Materials",30565364
"CLB","CANDY CLUB HOLDINGS LIMITED","2019-02-19","Food & Staples Retailing",36546596
"CLE","CYCLONE METALS LIMITED","2001-06-07","Materials",19812503
"CLG","CLOSE THE LOOP LTD.","2021-12-02","Commercial & Professional Services",93893671
"CLH","COLLECTION HOUSE LIMITED","2000-10-04","Diversified Financials",14904557
"CLIDA","CROPLOGIC LIMITED","2017-09-12","Commercial & Professional Services",0
"CLT","CELLNET GROUP LIMITED","1999-11-17","Technology Hardware & Equipment",14372083
"CLU","CLUEY LTD","2020-12-09","Consumer Services",150810359
"CLV","CLOVER CORPORATION LIMITED","1999-11-30","Materials",252987753
"CLW","CHARTER HALL LONG WALE REIT","2016-11-08","Real Estate",3520051637
"CLX","CTI LOGISTICS LIMITED","1987-12-02","Transportation",80377205
"CLZ","CLASSIC MINERALS LTD","2013-05-24","Materials",27511279
"CM8","CROWD MEDIA HOLDINGS LIMITED","1999-12-16","Media & Entertainment",27355570
"CMD","CASSIUS MINING LIMITED","2006-08-10","Materials","N/A"
"CML","CHASE MINING CORPORATION LIMITED","2007-11-15","Materials",7256058
"CMM","CAPRICORN METALS LTD","2008-07-07","Materials",1203492657
"CMO","COSMO METALS LIMITED","2022-01-31","Materials",11617300
"CMP","COMPUMEDICS LIMITED","2000-12-21","Health Care Equipment & Services",65550291
"CMW","CROMWELL PROPERTY GROUP","1973-02-22","Real Estate",2239131028
"CMX","CHEMX MATERIALS LIMITED","2022-01-18","Materials",19969784
"CNB","CARNABY RESOURCES LIMITED","2016-08-30","Materials",285286564
"CNI","CENTURIA CAPITAL GROUP","2002-03-26","Real Estate",2402117137
"CNJ","CONICO LTD","2007-06-18","Materials",16003438
"CNQ","CLEAN TEQ WATER LIMITED","2021-07-02","Commercial & Professional Services",27916359
"CNR","CANNON RESOURCES LIMITED","2021-08-12","Materials",32031167
"CNU","CHORUS LIMITED","2011-11-21","Telecommunication Services",2935210045
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","2004-02-10","Software & Services",26970185
"COB","COBALT BLUE HOLDINGS LIMITED","2017-02-02","Materials",174592088
"COD","CODA MINERALS LTD","2020-10-28","Materials",84079778
"COE","COOPER ENERGY LIMITED","2002-03-13","Energy",489820380
"COF","CENTURIA OFFICE REIT","2014-12-10","Real Estate",1300293264
"COG","COG FINANCIAL SERVICES LIMITED","2003-01-28","Diversified Financials",268539696
"COH","COCHLEAR LIMITED","1995-12-04","Health Care Equipment & Services",12807096591
"COI","COMET RIDGE LIMITED","2004-04-16","Energy",107504306
"COL","COLES GROUP LIMITED.","2018-11-21","Food & Staples Retailing",22352388563
"COO","CORUM GROUP LIMITED","1971-07-28","Software & Services",37595678
"COS","COSOL LIMITED","2020-01-24","Software & Services",97080130
"COY","COPPERMOLY LIMITED","2008-01-31","Materials",28521440
"CPH","CRESO PHARMA LIMITED","2016-10-20","Pharmaceuticals, Biotechnology & Life Sciences",106856970
"CPM","COOPER METALS LIMITED","2021-11-19","Materials",18400001
"CPN","CASPIN RESOURCES LIMITED","2020-11-25","Materials",57924050
"CPO","CULPEO MINERALS LIMITED","2021-09-10","Materials",7450878
"CPT","CIPHERPOINT LIMITED","2007-01-03","Software & Services",8837468
"CPU","COMPUTERSHARE LIMITED.","1994-05-27","Software & Services",12394563268
"CPV","CLEARVUE TECHNOLOGIES LIMITED","2018-05-25","Capital Goods",75167822
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","2003-05-22","Real Estate",1455499348
"CQR","CHARTER HALL RETAIL REIT","1995-11-15","Real Estate",2359788291
"CR1","CONSTELLATION RESOURCES LIMITED","2018-07-30","Materials",9482031
"CR9","CORELLA RESOURCES LTD","2007-12-05","Materials",17849995
"CRB","CARBINE RESOURCES LIMITED","2007-03-16","Materials",14872931
"CRL","COMET RESOURCES LIMITED","1994-03-02","Materials","N/A"
"CRM","CARBON MINERALS LIMITED","1980-12-31","Energy",5829084
"CRN","CORONADO GLOBAL RESOURCES INC.","2018-10-23","Materials",2330270685
"CRO","CIRRALTO LIMITED","2002-05-29","Software & Services",112879656
"CRR","CRITICAL RESOURCES LIMITED","2010-12-03","Materials",132795411
"CRS","CAPRICE RESOURCES LTD","2018-12-05","Materials",12550225
"CSE","COPPER STRIKE LIMITED","2004-11-24","Materials",13203192
"CSF","CATALANO SEAFOOD LTD",,"Food, Beverage & Tobacco",0
"CSL","CSL LIMITED","1994-06-08","Pharmaceuticals, Biotechnology & Life Sciences",123895296107
"CSR","CSR LIMITED","1962-03-31","Materials",2752120340
"CSS","CLEAN SEAS SEAFOOD LIMITED","2005-12-12","Food, Beverage & Tobacco",97558083
"CST","CASTILE RESOURCES LTD","2020-02-14","Materials",34949271
"CSX","CLEANSPACE HOLDINGS LIMITED","2020-10-23","Health Care Equipment & Services",102050868
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","1987-10-08","Technology Hardware & Equipment",8827202
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","2010-12-15","Consumer Services",2914523301
"CTE","CRYOSITE LIMITED","2002-05-09","Pharmaceuticals, Biotechnology & Life Sciences",20500016
"CTM","CENTAURUS METALS LIMITED","1989-01-12","Materials",467356201
"CTO","CITIGOLD CORPORATION LIMITED","1993-12-23","Materials",25502932
"CTP","CENTRAL PETROLEUM LIMITED","2006-03-07","Energy",76214806
"CTQ","CARETEQ LIMITED","2022-01-10","Health Care Equipment & Services",14827913
"CTT","CETTIRE LIMITED","2020-12-18","Retailing",892097435
"CU6","CLARITY PHARMACEUTICALS LTD","2021-08-25","Pharmaceuticals, Biotechnology & Life Sciences",184559433
"CUE","CUE ENERGY RESOURCES LIMITED","1995-12-11","Energy",50962740
"CUF","CUFE LTD","2005-10-13","Materials",35952270
"CUL","CULLEN RESOURCES LIMITED","1988-11-23","Materials",6509742
"CUP","COUNTPLUS LIMITED","2010-12-22","Commercial & Professional Services",103371416
"CUS","COPPER SEARCH LIMITED","2021-09-15","Materials",26370541
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","2001-02-13","Pharmaceuticals, Biotechnology & Life Sciences",1119638259
"CV1","CV CHECK LTD","2015-09-08","Software & Services",56490611
"CVC","CVC LIMITED","1985-06-27","Diversified Financials",247667079
"CVL","CIVMEC LIMITED","2018-06-22","Capital Goods",306494500
"CVN","CARNARVON ENERGY LIMITED","1984-08-16","Energy",414825678
"CVV","CARAVEL MINERALS LIMITED","2006-11-03","Materials",120853505
"CVW","CLEARVIEW WEALTH LIMITED","2003-12-11","Diversified Financials",508632364
"CWL","CONSOLIDATED FINANCIAL HOLDINGS LIMITED","2007-10-23","Software & Services","N/A"
"CWN","CROWN RESORTS LIMITED","2007-12-03","Consumer Services",8444163639
"CWP","CEDAR WOODS PROPERTIES LIMITED","1994-08-31","Real Estate",424600995
"CWX","CARAWINE RESOURCES LIMITED","2017-12-14","Materials",22742667
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","2005-05-03","Commercial & Professional Services",5916875569
"CXL","CALIX LIMITED","2018-07-20","Materials",854975473
"CXM","CENTREX LIMITED","2006-07-19","Materials",34672355
"CXO","CORE LITHIUM LTD","2011-02-11","Materials",1328922770
"CXU","CAULDRON ENERGY LIMITED","2005-01-28","Energy",9334579
"CXX","CRADLE RESOURCES LIMITED","2011-09-16","Materials","N/A"
"CXZ","CONNEXION TELEMATICS LTD","1974-01-01","Software & Services",9686033
"CY5","CYGNUS GOLD LIMITED","2018-01-15","Materials",20647430
"CYC","CYCLOPHARM LIMITED","2007-01-18","Health Care Equipment & Services",145197850
"CYG","COVENTRY GROUP LIMITED","1966-01-27","Capital Goods",159088814
"CYL","CATALYST METALS LIMITED","2006-07-26","Materials",194942332
"CYM","CYPRIUM METALS LIMITED","1985-04-26","Materials",79074690
"CYP","CYNATA THERAPEUTICS LIMITED","2007-12-20","Pharmaceuticals, Biotechnology & Life Sciences",65190850
"CYQ","CYCLIQ GROUP LTD","2007-11-21","Consumer Durables & Apparel",5907783
"CZL","CONSOLIDATED ZINC LIMITED","2006-06-19","Materials",7835303
"CZN","CORAZON MINING LIMITED","2005-06-30","Materials",10380797
"CZR","CZR RESOURCES LTD","2006-08-29","Materials",24404263
"D2O","DUXTON WATER LIMITED","2016-09-16","Utilities",180168704
"DAF","DISCOVERY ALASKA LIMITED","2011-09-22","Materials",7366745
"DAL","DALAROO METALS LTD","2021-09-28","Materials",8370000
"DBF","DUXTON FARMS LTD","2018-02-08","Food, Beverage & Tobacco",74316439
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","2020-12-08","Transportation",991523334
"DBO","DIABLO RESOURCES LIMITED","2021-10-12","Materials",9312500
"DC2","DC TWO LIMITED","2020-11-10","Software & Services",11275000
"DCC","DIGITALX LIMITED","1989-02-06","Software & Services",60137967
"DCG","DECMIL GROUP LIMITED","2005-04-22","Capital Goods",45764309
"DCL","DOMACOM LIMITED","2016-11-07","Diversified Financials","N/A"
"DCN","DACIAN GOLD LIMITED","2012-11-14","Materials",200739257
"DCX","DISCOVEX RESOURCES LIMITED","2007-12-13","Materials",35961297
"DDB","DYNAMIC GROUP HOLDINGS LIMITED","2020-08-06","Capital Goods",44800799
"DDD","3D RESOURCES LIMITED","2007-03-21","Materials",11641116
"DDH","DDH1 LIMITED","2021-03-09","Materials",351374795
"DDR","DICKER DATA LIMITED","2011-01-24","Technology Hardware & Equipment",2259602558
"DDT","DATADOT TECHNOLOGY LIMITED","2005-01-12","Automobiles & Components",11194825
"DEG","DE GREY MINING LIMITED","2002-07-03","Materials",1659579760
"DEL","DELOREAN CORPORATION LIMITED","2021-04-12","Utilities",39529222
"DEM","DE.MEM LIMITED","2017-04-07","Utilities",50864632
"DEV","DEVEX RESOURCES LIMITED","2000-10-03","Energy",138240946
"DEX","DUKE EXPLORATION LIMITED","2020-11-10","Materials",17921337
"DGH","DESANE GROUP HOLDINGS LIMITED","1987-09-04","Real Estate",48682888
"DGL","DGL GROUP LIMITED","2021-05-24","Materials",761966762
"DGO","DGO GOLD LIMITED","2007-12-21","Materials",213701407
"DGR","DGR GLOBAL LIMITED","2003-08-21","Materials",60962991
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","2017-11-16","Media & Entertainment",2775252523
"DJW","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",735719619
"DKM","DUKETON MINING LIMITED","2014-08-04","Materials",48203997
"DLC","DELECTA LIMITED","1987-01-15","Retailing",12049087
"DLM","DOMINION MINERALS LIMITED","2004-03-19","Pharmaceuticals, Biotechnology & Life Sciences",18745592
"DLT","DELTA DRONE INTERNATIONAL LIMITED","2018-06-18","Technology Hardware & Equipment",10232099
"DM1","DESERT METALS LIMITED","2020-12-18","Materials",34650000
"DMC","DESIGN MILK CO LIMITED","1997-03-24","Retailing",12521013
"DME","DOME GOLD MINES LIMITED","2013-10-22","Materials",70787669
"DMG","DRAGON MOUNTAIN GOLD LIMITED","2007-07-31","Materials","N/A"
"DMM","DMC MINING LIMITED.","2021-12-22","Materials",6257250
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","2005-05-16","Consumer Services",9006800291
"DNA","DONACO INTERNATIONAL LIMITED","2004-12-23","Consumer Services",46944797
"DNK","DANAKALI LIMITED","2003-10-17","Materials",128917021
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","2020-12-04","Health Care Equipment & Services",151674960
"DOR","DORIEMUS PLC","2017-09-29","Energy",15646294
"DOU","DOUUGH LIMITED","2004-06-15","Telecommunication Services",39168577
"DOW","DOWNER EDI LIMITED","1990-12-20","Commercial & Professional Services",3794334795
"DRA","DRA GLOBAL LIMITED","2021-07-09","Capital Goods",184164312
"DRE","DREADNOUGHT RESOURCES LTD","2006-10-31","Materials",116386026
"DRF","DRAGONFLY BIOSCIENCES LIMITED",,"Household & Personal Products",0
"DRO","DRONESHIELD LIMITED","2016-06-22","Capital Goods",71098446
"DRR","DETERRA ROYALTIES LIMITED","2020-10-23","Materials",2425829358
"DRX","DIATREME RESOURCES LIMITED","2005-06-22","Materials",60580653
"DSE","DROPSUITE LIMITED","1985-12-12","Software & Services",139782958
"DSK","DUSK GROUP LIMITED","2020-11-02","Retailing",167500557
"DTC","DAMSTRA HOLDINGS LIMITED","2019-10-16","Software & Services",79885880
"DTI","DTI GROUP LTD","2014-12-09","Technology Hardware & Equipment",12559440
"DTL","DATA#3 LIMITED","1997-12-23","Software & Services",841203058
"DTM","DART MINING NL","2007-05-10","Materials",10083765
"DTR","DATELINE RESOURCES LIMITED","2011-06-23","Materials",35910404
"DTZ","DOTZ NANO LIMITED","2007-12-13","Semiconductors & Semiconductor Equipment",173517458
"DUB","DUBBER CORPORATION LIMITED","2000-06-30","Software & Services",514187737
"DUG","DUG TECHNOLOGY LTD","2020-08-12","Software & Services",76780201
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","1991-12-19","Not Applic",1051768793
"DUN","DUNDAS MINERALS LIMITED","2021-11-10","Materials",11434241
"DUR","DURATEC LIMITED","2020-11-04","Capital Goods",81718918
"DVL","DORSAVI LTD","2013-12-11","Pharmaceuticals, Biotechnology & Life Sciences",6723744
"DVP","DEVELOP GLOBAL LIMITED","2007-04-27","Materials",438977804
"DVR","DIVERGER LIMITED","2005-08-02","Diversified Financials",39493444
"DW8","DW8 LIMITED","2001-04-04","Retailing",111061503
"DXB","DIMERIX LIMITED","1993-02-04","Pharmaceuticals, Biotechnology & Life Sciences",80218417
"DXC","DEXUS CONVENIENCE RETAIL REIT","2017-07-27","Real Estate",481452018
"DXI","DEXUS INDUSTRIA REIT.","2013-12-03","Real Estate",1034086698
"DXN","DXN LIMITED","2018-04-11","Software & Services",13977491
"DXS","DEXUS","2004-10-06","Real Estate",11003032467
"DYL","DEEP YELLOW LIMITED","1985-12-19","Energy",288343396
"E25","ELEMENT 25 LIMITED","2006-11-09","Materials",197759928
"E2E","EON NRG LIMITED","2011-01-21","Energy","N/A"
"E2M","E2 METALS LIMITED","2017-04-19","Materials",39874871
"E33","EAST 33 LIMITED..","2021-07-29","Food, Beverage & Tobacco",37483012
"E79","E79 GOLD MINES LIMITED","2021-10-07","Materials",13991087
"EAI","ELLERSTON ASIAN INVESTMENTS LIMITED","2015-09-15","Not Applic",134801975
"EAX","ENERGY ACTION LIMITED","2011-10-13","Commercial & Professional Services",5532663
"EBG","EUMUNDI GROUP LIMITED","1989-12-07","Consumer Services",43620500
"EBO","EBOS GROUP LIMITED","2013-12-06","Health Care Equipment & Services",7067761230
"EBR","EBR SYSTEMS INC.","2021-11-24","Health Care Equipment & Services",190226991
"ECF","ELANOR COMMERCIAL PROPERTY FUND","2019-12-06","Real Estate",309521768
"ECG","ECARGO HOLDINGS LIMITED","2014-11-28","Commercial & Professional Services",19688000
"ECL","EXCELSIOR CAPITAL LTD","1993-04-22","Capital Goods",47550929
"ECP","ECP EMERGING GROWTH LIMITED","2014-08-14","Not Applic",27019113
"ECS","ECS BOTANICS HOLDINGS LTD","1986-03-13","Pharmaceuticals, Biotechnology & Life Sciences",33201920
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","1986-02-05","Commercial & Professional Services",43230710
"ECX","ECLIPX GROUP LIMITED","2015-04-22","Diversified Financials",683115776
"EDC","EILDON CAPITAL GROUP","2017-02-28","Diversified Financials",48807234
"EDE","EDEN INNOVATIONS LTD","2006-06-06","Energy",39345497
"EDU","EDU HOLDINGS LIMITED","2004-06-25","Consumer Services",19389884
"EDV","ENDEAVOUR GROUP LIMITED","2021-06-24","Food & Staples Retailing",11372723108
"EEG","EMPIRE ENERGY GROUP LIMITED","1984-08-30","Energy",220346763
"EER","EAST ENERGY RESOURCES LIMITED","2007-12-19","Energy","N/A"
"EFE","EASTERN RESOURCES LIMITED","2008-05-16","Materials",55821444
"EGG","ENERO GROUP LIMITED","2004-04-30","Media & Entertainment",335451858
"EGH","EUREKA GROUP HOLDINGS LIMITED","2004-07-01","Real Estate",161921574
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","1981-02-12","Capital Goods",91044038
"EGN","ENGENCO LIMITED","2006-12-14","Capital Goods",134085750
"EGR","ECOGRAF LIMITED","2010-10-29","Materials",288213414
"EGY","ENERGY TECHNOLOGIES LIMITED","1992-10-22","Capital Goods",26410696
"EHE","ESTIA HEALTH LIMITED","2014-12-05","Health Care Equipment & Services",538569783
"EHL","EMECO HOLDINGS LIMITED","2006-07-28","Capital Goods",486602012
"EIQ","ECHOIQ LIMITED","2010-12-17","Software & Services",59149907
"EL8","ELEVATE URANIUM LTD","1985-10-23","Energy",125046792
"ELD","ELDERS LIMITED","1981-06-30","Food, Beverage & Tobacco",1743149034
"ELE","ELMORE LTD","1998-02-25","Materials",19634727
"ELO","ELMO SOFTWARE LIMITED","2017-06-29","Software & Services",366400557
"ELS","ELSIGHT LIMITED","2017-06-08","Technology Hardware & Equipment",59394483
"ELT","ELEMENTOS LIMITED","2009-12-23","Materials",87336407
"EM1","EMERGE GAMING LIMITED","1971-06-09","Media & Entertainment","N/A"
"EM2","EAGLE MOUNTAIN MINING LIMITED","2018-03-16","Materials",143501615
"EMB","EMBELTON LIMITED","1974-01-01","Capital Goods",28052141
"EMD","EMYRIA LIMITED","2020-02-12","Health Care Equipment & Services",93500839
"EME","ENERGY METALS LTD","2005-09-09","Energy",53469245
"EMH","EUROPEAN METALS HOLDINGS LIMITED","2012-07-19","Materials",259899479
"EML","EML PAYMENTS LIMITED","2006-01-18","Software & Services",1097924607
"EMN","EURO MANGANESE INC","2018-10-02","Materials",177993421
