"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"BNZ","BENZ MINING CORP.","2020-12-23","Materials",72203779
"BOA","BOADICEA RESOURCES LIMITED","2012-10-11","Materials",14374481
"BOC","BOUGAINVILLE COPPER LIMITED","1970-12-31","Materials",146387813
"BOD","BOD AUSTRALIA LIMITED.","2016-10-27","Retailing",28572458
"BOE","BOSS ENERGY LTD","2007-07-25","Materials",628056226
"BOL","BOOM LOGISTICS LIMITED","2003-10-14","Capital Goods",76999357
"BOQ","BANK OF QUEENSLAND LIMITED.","1971-08-24","Banks",5511650242
"BOT","BOTANIX PHARMACEUTICALS LTD","1985-01-24","Pharmaceuticals, Biotechnology & Life Sciences",62281093
"BPH","BPH ENERGY LTD","2004-08-06","Pharmaceuticals, Biotechnology & Life Sciences",37235486
"BPM","BPM MINERALS LIMITED","2020-12-30","Materials",13491913
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",14966608
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",3102613772
"BRB","BREAKER RESOURCES NL","2012-04-20","Materials",114044325
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables & Apparel",4133404075
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Materials",175067245
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",76793240
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Materials",126504201
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Software & Services",804287643
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",80766449
"BRV","BIG RIVER GOLD LTD","2004-02-06","Materials",51568976
"BRX","BELARAROX LIMITED",,"Class Pend",0
"BSA","BSA LIMITED","1999-11-15","Commercial & Professional Services",124327110
"BSE","BASE RESOURCES LIMITED","2008-10-02","Materials",365183674
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Materials",10394688943
"BSR","BASSARI RESOURCES LIMITED","2008-01-07","Materials","N/A"
"BST","BEST & LESS GROUP HOLDINGS LTD","2021-07-26","Retailing",471379657
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Materials",202034992
"BTC","BTC HEALTH LTD","2000-08-29","Not Applic",22265862
"BTH","BIGTINCAN HOLDINGS LIMITED","2017-03-24","Software & Services",592084316
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","2014-11-21","Diversified Financials",243200759
"BTN","BUTN LIMITED","2021-07-06","Diversified Financials",44808400
"BTR","BRIGHTSTAR RESOURCES LIMITED","2003-12-05","Materials",27387800
"BUB","BUBS AUSTRALIA LIMITED","1993-10-05","Food, Beverage & Tobacco",340090447
"BUD","BUDDY TECHNOLOGIES LTD","2006-12-18","Consumer Durables & Apparel",51878193
"BUR","BURLEY MINERALS LTD","2021-07-07","Materials",12657500
"BUX","BUXTON RESOURCES LIMITED","2007-10-23","Materials",12108933
"BUY","BOUNTY OIL & GAS NL","2002-02-05","Energy",15075511
"BVS","BRAVURA SOLUTIONS LIMITED.","2016-11-16","Software & Services",692907666
"BWF","BLACKWALL LIMITED","2011-10-21","Diversified Financials",41745328
"BWP","BWP TRUST","1998-09-16","Real Estate",2704435811
"BWX","BWX LIMITED","2015-11-11","Household & Personal Products",767436347
"BXB","BRAMBLES LIMITED","2006-11-27","Commercial & Professional Services",14772859728
"BXN","BIOXYNE LIMITED","2000-12-14","Household & Personal Products","N/A"
"BYE","BYRON ENERGY LIMITED","2005-06-03","Energy",150842790
"BYH","BRYAH RESOURCES LIMITED","2017-10-17","Materials",12107187
"BYI","BEYOND INTERNATIONAL LIMITED","1987-06-12","Media & Entertainment",36802181
"C1X","COSMOS EXPLORATION LIMITED",,"Class Pend",0
"C29","C29 METALS LIMITED","2021-11-03","Materials",7858333
"C6C","COPPER MOUNTAIN MINING CORPORATION","2018-04-06","Materials",861762988
"CAA","CAPRAL LIMITED","1986-11-20","Materials",138233802
"CAD","CAENEUS MINERALS LTD","2000-07-11","Materials",64929076
"CAE","CANNINDAH RESOURCES LIMITED","2005-05-20","Materials",206869673
"CAF","CENTREPOINT ALLIANCE LIMITED","2002-06-25","Diversified Financials",54846929
"CAG","CAPE RANGE LTD","2017-11-30","Software & Services",23727075
"CAI","CALIDUS RESOURCES LIMITED","1987-03-13","Materials",233958083
"CAJ","CAPITOL HEALTH LIMITED","2006-06-09","Health Care Equipment & Services",352239154
"CAM","CLIME CAPITAL LIMITED","2004-02-03","Not Applic",128988355
"CAN","CANN GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",102912078
"CAQ","CAQ HOLDINGS LIMITED","2005-07-25","Real Estate",11484580
"CAR","CARSALES.COM LIMITED.","2009-09-10","Media & Entertainment",7166118332
"CAT","CATAPULT GROUP INTERNATIONAL LTD","2014-12-19","Technology Hardware & Equipment",398910594
"CAU","CRONOS AUSTRALIA LIMITED","2019-11-07","Health Care Equipment & Services",21887500
"CAV","CARNAVALE RESOURCES LIMITED","2007-03-15","Materials",17011612
"CAY","CANYON RESOURCES LIMITED","2010-06-15","Materials",59598660
"CAZ","CAZALY RESOURCES LIMITED","2003-10-31","Materials",16630347
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","1991-09-12","Banks",182583901521
"CBE","COBRE LIMITED","2020-01-31","Materials",14255139
"CBL","CONTROL BIONICS LIMITED","2020-12-07","Health Care Equipment & Services",42608200
"CBO","COBRAM ESTATE OLIVES LIMITED","2021-08-11","Food, Beverage & Tobacco",782621920
"CBR","CARBON REVOLUTION LIMITED","2019-11-29","Automobiles & Components",217518791
"CBY","CANTERBURY RESOURCES LIMITED","2019-03-07","Materials",13221838
"CCA","CHANGE FINANCIAL LIMITED","2016-06-30","Software & Services",39872707
"CCE","CARNEGIE CLEAN ENERGY LIMITED","1993-10-26","Utilities",37256434
"CCG","COMMS GROUP LTD","2017-12-21","Software & Services",33011982
"CCJ",,"2011-11-15","Energy",
"CCP","CREDIT CORP GROUP LIMITED","2000-09-04","Diversified Financials",2127178237
"CCR","CREDIT CLEAR LIMITED","2020-10-27","Software & Services",117357108
"CCV","CASH CONVERTERS INTERNATIONAL","1997-02-07","Diversified Financials",172574879
"CCX","CITY CHIC COLLECTIVE LIMITED","1998-05-28","Retailing",1431543665
"CCZ","CASTILLO COPPER LIMITED","2010-12-14","Materials",48026110
"CD1","CD PRIVATE EQUITY FUND I","2012-08-14","Not Applic",52278379
"CD2","CD PRIVATE EQUITY FUND II","2013-04-09","Not Applic",95478769
"CD3","CD PRIVATE EQUITY FUND III","2016-07-27","Not Applic",133252577
"CDA","CODAN LIMITED","2003-11-27","Technology Hardware & Equipment",1854060334
"CDD","CARDNO LIMITED","2004-05-20","Commercial & Professional Services",601518605
"CDM","CADENCE CAPITAL LIMITED","2006-12-05","Not Applic",301142600
"CDP","CARINDALE PROPERTY TRUST","1996-11-28","Real Estate",336454882
"CDR","CODRUS MINERALS LIMITED","2021-06-23","Materials",10125001
"CDT","CASTLE MINERALS LIMITED","2006-05-02","Materials",15468204
"CDX","CARDIEX LIMITED","2005-11-09","Health Care Equipment & Services",62779361
"CDY","CELLMID LIMITED","2005-12-09","Pharmaceuticals, Biotechnology & Life Sciences",14314134
"CE1","CALIMA ENERGY LIMITED","2006-07-28","Energy",125950636
"CEL","CHALLENGER EXPLORATION LIMITED","2007-11-07","Energy",272837719
"CEN","CONTACT ENERGY LIMITED","2015-09-24","Utilities",5997376963
"CF1","COMPLII FINTECH SOLUTIONS LTD","2001-12-18","Software & Services",22558446
"CFO","CFOAM LIMITED","2016-10-26","Capital Goods",8806088
"CG1","CARBONXT GROUP LIMITED","2018-01-23","Materials",42347592
"CGA","CONTANGO ASSET MANAGEMENT LIMITED","2004-09-30","Diversified Financials",45643306
"CGB","CANN GLOBAL LIMITED","2008-01-14","Pharmaceuticals, Biotechnology & Life Sciences",22901947
"CGC","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1342054215
"CGF","CHALLENGER LIMITED","2003-12-23","Diversified Financials",4720037406
"CGN","CRATER GOLD MINING LIMITED","2002-11-01","Materials","N/A"
"CGO","CPT GLOBAL LIMITED","2000-09-08","Software & Services",26402868
"CGS","COGSTATE LTD","2004-02-13","Health Care Equipment & Services",381449677
"CHC","CHARTER HALL GROUP","2005-06-10","Real Estate",8840449946
"CHK","COHIBA MINERALS LIMITED","2012-02-01","Materials",20872199
"CHL","CAMPLIFY HOLDINGS LIMITED","2021-06-28","Transportation",162390120
"CHM","CHIMERIC THERAPEUTICS LIMITED","2021-01-18","Pharmaceuticals, Biotechnology & Life Sciences",100033046
"CHN","CHALICE MINING LIMITED","2006-03-24","Materials",2290568788
"CHR","CHARGER METALS NL","2021-07-09","Materials",22693966
"CHZ","CHESSER RESOURCES LIMITED","2007-05-29","Materials",62841977
"CI1","CREDIT INTELLIGENCE LTD","2008-07-10","Commercial & Professional Services",24040853
"CIA","CHAMPION IRON LIMITED","2007-06-08","Materials",2162720311
"CII","CI RESOURCES LIMITED","1987-07-24","Materials","N/A"
"CIM","CIMIC GROUP LIMITED","1962-12-11","Capital Goods",6079616466
"CIN","CARLTON INVESTMENTS LIMITED","1970-06-30","Not Applic",884254145
"CIO","CONNECTED IO LIMITED","1984-08-16","Technology Hardware & Equipment",17485571
"CIP","CENTURIA INDUSTRIAL REIT","2012-12-13","Real Estate",2316463256
"CIW","CLIME INVESTMENT MANAGEMENT LTD","2000-12-15","Diversified Financials",45375190
"CKA","COKAL LIMITED","2000-04-17","Materials",140562347
"CKF","COLLINS FOODS LIMITED","2011-08-04","Consumer Services",1519383352
"CL1","CLASS LIMITED","2015-12-18","Software & Services",345897208
"CL8","CARLY HOLDINGS LIMITED","1996-09-09","Retailing",5446843
"CLA","CELSIUS RESOURCES LIMITED.","1988-03-24","Materials",27227930
"CLB","CANDY CLUB HOLDINGS LIMITED","2019-02-19","Food & Staples Retailing",43855915
"CLE","CYCLONE METALS LIMITED","2001-06-07","Materials",24454518
"CLH","COLLECTION HOUSE LIMITED","2000-10-04","Diversified Financials",22001965
"CLI","CROPLOGIC LIMITED","2017-09-12","Commercial & Professional Services","N/A"
"CLT","CELLNET GROUP LIMITED","1999-11-17","Technology Hardware & Equipment",15102867
"CLU","CLUEY LTD","2020-12-09","Consumer Services",167337521
"CLV","CLOVER CORPORATION LIMITED","1999-11-30","Materials",269631684
"CLW","CHARTER HALL LONG WALE REIT","2016-11-08","Real Estate",3088732841
"CLX","CTI LOGISTICS LIMITED","1987-12-02","Transportation",69310235
"CLZ","CLASSIC MINERALS LTD","2013-05-24","Materials",27053760
"CM8","CROWD MEDIA HOLDINGS LIMITED","1999-12-16","Media & Entertainment",20467629
"CMD","CASSIUS MINING LIMITED","2006-08-10","Materials",5500435
"CML","CHASE MINING CORPORATION LIMITED","2007-11-15","Materials",6393866
"CMM","CAPRICORN METALS LTD","2008-07-07","Materials",981309397
"CMP","COMPUMEDICS LIMITED","2000-12-21","Health Care Equipment & Services",67321920
"CMW","CROMWELL PROPERTY GROUP","1973-02-22","Real Estate",2133238600
"CNB","CARNABY RESOURCES LIMITED","2016-08-30","Materials",34793963
"CNI","CENTURIA CAPITAL GROUP","2002-03-26","Real Estate",2599659665
"CNJ","CONICO LTD","2007-06-18","Materials",37007950
"CNL","CELAMIN HOLDINGS LIMITED","2009-12-17","Materials",15603648
"CNQ","CLEAN TEQ WATER LIMITED","2021-07-02","Commercial & Professional Services",34169623
"CNR","CANNON RESOURCES LIMITED","2021-08-12","Materials",48903845
"CNU","CHORUS LIMITED","2011-11-21","Telecommunication Services",2799946909
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","2004-02-10","Software & Services",30690211
"COB","COBALT BLUE HOLDINGS LIMITED","2017-02-02","Materials",122383707
"COD","CODA MINERALS LTD","2020-10-28","Materials",84079778
"COE","COOPER ENERGY LIMITED","2002-03-13","Energy",497462962
"COF","CENTURIA OFFICE REIT","2014-12-10","Real Estate",1387846599
"COG","COG FINANCIAL SERVICES LIMITED","2003-01-28","Diversified Financials",244116285
"COH","COCHLEAR LIMITED","1995-12-04","Health Care Equipment & Services",14974359949
"COI","COMET RIDGE LIMITED","2004-04-16","Energy",107504306
"COL","COLES GROUP LIMITED.","2018-11-21","Food & Staples Retailing",23357108977
"COO","CORUM GROUP LIMITED","1971-07-28","Software & Services",45950273
"COS","COSOL LIMITED","2020-01-24","Software & Services",77123583
"COY","COPPERMOLY LIMITED","2008-01-31","Materials",29780996
"CPH","CRESO PHARMA LIMITED","2016-10-20","Pharmaceuticals, Biotechnology & Life Sciences",174946768
"CPM","COOPER METALS LIMITED",,"Materials",0
"CPN","CASPIN RESOURCES LIMITED","2020-11-25","Materials",52692201
"CPO","CULPEO MINERALS LIMITED","2021-09-10","Materials",12142171
"CPT","CIPHERPOINT LIMITED","2007-01-03","Software & Services",11098863
"CPU","COMPUTERSHARE LIMITED.","1994-05-27","Software & Services",11597640545
"CPV","CLEARVUE TECHNOLOGIES LIMITED","2018-05-25","Capital Goods",62066886
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","2003-05-22","Real Estate",1416543605
"CQR","CHARTER HALL RETAIL REIT","1995-11-15","Real Estate",2394491060
"CR1","CONSTELLATION RESOURCES LIMITED","2018-07-30","Materials",17716426
"CR9","CORELLA RESOURCES LTD","2008-01-15","Materials",19124995
"CRB","CARBINE RESOURCES LIMITED","2007-03-16","Materials",13433615
"CRL","COMET RESOURCES LIMITED","1994-03-02","Materials",13140212
"CRM","CARBON MINERALS LIMITED","1980-12-31","Energy",6205154
"CRN","CORONADO GLOBAL RESOURCES INC.","2018-10-23","Materials",2087184894
"CRO","CIRRALTO LIMITED","2002-05-29","Software & Services",189280194
"CRR","CRITICAL RESOURCES LIMITED","2010-12-03","Materials",43187157
"CRS","CAPRICE RESOURCES LTD","2018-12-05","Materials",13717667
"CRW","CASHREWARDS LIMITED","2020-12-02","Media & Entertainment",87487190
"CSE","COPPER STRIKE LIMITED","2004-11-24","Materials",10682583
"CSL","CSL LIMITED","1994-06-08","Pharmaceuticals, Biotechnology & Life Sciences",141640918802
"CSR","CSR LIMITED","1962-03-31","Materials",2912296656
"CSS","CLEAN SEAS SEAFOOD LIMITED","2005-12-12","Food, Beverage & Tobacco",102518663
"CST","CASTILE RESOURCES LTD","2020-02-14","Materials",48928980
"CSX","CLEANSPACE HOLDINGS LIMITED","2020-10-23","Health Care Equipment & Services",122075944
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","1987-10-08","Technology Hardware & Equipment",14688617
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","2010-12-15","Consumer Services",3426906842
"CTE","CRYOSITE LIMITED","2002-05-09","Pharmaceuticals, Biotechnology & Life Sciences",16595251
"CTM","CENTAURUS METALS LIMITED","1989-01-12","Materials",356500158
"CTO","CITIGOLD CORPORATION LIMITED","1993-12-23","Materials",28336591
"CTP","CENTRAL PETROLEUM LIMITED","2006-03-07","Energy",90731912
"CTT","CETTIRE LIMITED","2020-12-18","Retailing",1391519503
"CU6","CLARITY PHARMACEUTICALS LTD","2021-08-25","Pharmaceuticals, Biotechnology & Life Sciences",274061824
"CUE","CUE ENERGY RESOURCES LIMITED","1995-12-11","Energy",50962740
"CUL","CULLEN RESOURCES LIMITED","1988-11-23","Materials",7104435
"CUP","COUNTPLUS LIMITED","2010-12-22","Commercial & Professional Services",112509221
"CUS","COPPER SEARCH LIMITED","2021-09-15","Materials",28430740
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","2001-02-13","Pharmaceuticals, Biotechnology & Life Sciences",1963072729
"CV1","CV CHECK LTD","2015-09-08","Software & Services",71448520
"CVC","CVC LIMITED","1985-06-27","Diversified Financials",262854212
"CVL","CIVMEC LIMITED","2018-06-22","Capital Goods",346690500
"CVN","CARNARVON PETROLEUM LIMITED","1984-08-16","Energy",508748473
"CVS","CERVANTES CORPORATION LIMITED","2002-11-06","Materials",12432100
"CVV","CARAVEL MINERALS LIMITED","2006-11-03","Materials",151944007
"CVW","CLEARVIEW WEALTH LIMITED","2003-12-11","Diversified Financials",528709957
"CWL","CONSOLIDATED FINANCIAL HOLDINGS LIMITED","2007-10-23","Software & Services","N/A"
"CWN","CROWN RESORTS LIMITED","2007-12-03","Consumer Services",6947643860
"CWP","CEDAR WOODS PROPERTIES LIMITED","1994-08-31","Real Estate",484554327
"CWX","CARAWINE RESOURCES LIMITED","2017-12-14","Materials",21777980
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","2005-05-03","Commercial & Professional Services",5896259277
"CXL","CALIX LIMITED","2018-07-20","Materials",944944359
"CXM","CENTREX METALS LIMITED","2006-07-19","Materials",30861860
"CXO","CORE LITHIUM LTD","2011-02-11","Materials",952979040
"CXU","CAULDRON ENERGY LIMITED","2005-01-28","Energy",12282341
"CXX","CRADLE RESOURCES LIMITED","2011-09-16","Materials",7686033
"CXZ","CONNEXION TELEMATICS LTD","1974-01-01","Software & Services",13202477
"CY5","CYGNUS GOLD LIMITED","2018-01-15","Materials",17347216
"CYC","CYCLOPHARM LIMITED","2007-01-18","Health Care Equipment & Services",179746534
"CYG","COVENTRY GROUP LIMITED","1966-01-27","Capital Goods",146745717
"CYL","CATALYST METALS LIMITED","2006-07-26","Materials",198557360
"CYM","CYPRIUM METALS LIMITED","1985-04-26","Materials",107315651
"CYP","CYNATA THERAPEUTICS LIMITED","2007-12-20","Pharmaceuticals, Biotechnology & Life Sciences",85965956
"CYQ","CYCLIQ GROUP LTD","2007-11-21","Consumer Durables & Apparel",6950333
"CZL","CONSOLIDATED ZINC LIMITED","2006-06-19","Materials",12054313
"CZN","CORAZON MINING LIMITED","2005-06-30","Materials",9137432
"CZR","CZR RESOURCES LTD","2006-08-29","Materials",27890586
"D2O","DUXTON WATER LIMITED","2016-09-16","Utilities",168318116
"DAF","DISCOVERY AFRICA LIMITED","2011-09-22","Materials",8129388
"DAL","DALAROO METALS LTD","2021-09-28","Materials",9450000
"DBF","DUXTON BROADACRE FARMS LIMITED","2018-02-08","Food, Beverage & Tobacco",72092163
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","2020-12-08","Transportation",1095633284
"DBO","DIABLO RESOURCES LIMITED","2021-10-12","Materials",11547500
"DC2","DC TWO LIMITED","2020-11-10","Software & Services",13454997
"DCC","DIGITALX LIMITED","1989-02-06","Software & Services",81364322
"DCG","DECMIL GROUP LIMITED","2005-04-22","Capital Goods",51193973
"DCL","DOMACOM LIMITED","2016-11-07","Diversified Financials","N/A"
"DCN","DACIAN GOLD LIMITED","2012-11-14","Materials",207997451
"DCX","DISCOVEX RESOURCES LIMITED","2007-12-13","Materials",12843320
"DDB","DYNAMIC DRILL AND BLAST HOLDINGS LIMITED","2020-08-06","Capital Goods",48247014
"DDD","3D RESOURCES LIMITED","2007-03-21","Materials",15521488
"DDH","DDH1 LIMITED","2021-03-09","Materials",392511356
"DDR","DICKER DATA LIMITED","2011-01-24","Technology Hardware & Equipment",2659906996
"DDT","DATADOT TECHNOLOGY LIMITED","2005-01-12","Automobiles & Components",13682564
"DEG","DE GREY MINING LIMITED","2002-07-03","Materials",1533001642
"DEL","DELOREAN CORPORATION LIMITED","2021-04-12","Utilities",38501830
"DEM","DE.MEM LIMITED","2017-04-07","Utilities",54531271
"DEV","DEVEX RESOURCES LIMITED","2000-10-03","Energy",95428530
"DEX","DUKE EXPLORATION LIMITED","2020-11-10","Materials",18975533
"DGH","DESANE GROUP HOLDINGS LIMITED","1987-09-04","Real Estate",49501088
"DGL","DGL GROUP LIMITED","2021-05-24","Materials",794545023
"DGO","DGO GOLD LIMITED","2007-12-21","Materials",239164628
"DGR","DGR GLOBAL LIMITED","2003-08-21","Materials",67162617
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","2017-11-16","Media & Entertainment",3388729396
"DJW","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",785398436
"DKM","DUKETON MINING LIMITED","2014-08-04","Materials",47840150
"DLC","DELECTA LIMITED","1987-01-15","Retailing",18073631
"DLM","DOMINION MINERALS LIMITED","2004-03-19","Pharmaceuticals, Biotechnology & Life Sciences",21907499
"DLT","DELTA DRONE INTERNATIONAL LIMITED","2018-06-18","Technology Hardware & Equipment",11255309
"DM1","DESERT METALS LIMITED","2020-12-18","Materials",15400000
"DMC","DESIGN MILK CO LIMITED","1997-03-24","Retailing",16331756
"DME","DOME GOLD MINES LIMITED","2013-10-22","Materials",57795144
"DMG","DRAGON MOUNTAIN GOLD LIMITED","2007-07-31","Materials","N/A"
"DMM","DMC MINING LIMITED.",,"Class Pend",0
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","2005-05-16","Consumer Services",12316621962
"DNA","DONACO INTERNATIONAL LIMITED","2004-12-23","Consumer Services",46944797
"DNK","DANAKALI LIMITED","2003-10-17","Materials",160225441
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","2020-12-04","Health Care Equipment & Services",207728749
"DOR","DORIEMUS PLC","2017-09-29","Energy",21659567
"DOU","DOUUGH LIMITED","2004-06-15","Telecommunication Services",46597808
"DOW","DOWNER EDI LIMITED","1990-12-20","Commercial & Professional Services",4502206794
"DRA","DRA GLOBAL LIMITED","2021-07-09","Capital Goods",197852013
"DRE","DREADNOUGHT RESOURCES LTD","2006-10-31","Materials",110442623
"DRF","DRAGONFLY BIOSCIENCES LIMITED",,"Household & Personal Products",0
"DRO","DRONESHIELD LIMITED","2016-06-22","Capital Goods",73189577
"DRR","DETERRA ROYALTIES LIMITED","2020-10-23","Materials",2003026855
"DRX","DIATREME RESOURCES LIMITED","2005-06-22","Materials",60274351
"DSE","DROPSUITE LIMITED","1985-12-12","Software & Services",156829660
"DSK","DUSK GROUP LIMITED","2020-11-02","Retailing",196143775
"DTC","DAMSTRA HOLDINGS LIMITED","2019-10-16","Software & Services",133204797
"DTI","DTI GROUP LTD","2014-12-09","Technology Hardware & Equipment",13399069
"DTL","DATA#3 LIMITED","1997-12-23","Software & Services",873616387
"DTM","DART MINING NL","2007-05-10","Materials",13071548
"DTR","DATELINE RESOURCES LIMITED","2011-06-23","Materials",36348336
"DTZ","DOTZ NANO LIMITED","2007-12-13","Semiconductors & Semiconductor Equipment",183752587
"DUB","DUBBER CORPORATION LIMITED","2000-06-30","Software & Services",988254191
"DUG","DUG TECHNOLOGY LTD","2020-08-12","Software & Services",93317475
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","1991-12-19","Not Applic",1107237330
"DUN","DUNDAS MINERALS LIMITED",,"Class Pend",0
"DUR","DURATEC LIMITED","2020-11-04","Capital Goods",86863525
"DVL","DORSAVI LTD","2013-12-11","Pharmaceuticals, Biotechnology & Life Sciences",8434382
"DVP","DEVELOP GLOBAL LIMITED","2007-04-27","Materials",437100827
"DW8","DIGITAL WINE VENTURES LIMITED","2001-04-04","Retailing",111839049
"DXB","DIMERIX LIMITED","1993-02-04","Pharmaceuticals, Biotechnology & Life Sciences",80218417
"DXC","DEXUS CONVENIENCE RETAIL REIT","2017-07-27","Real Estate",470320179
"DXN","DXN LIMITED","2018-04-11","Software & Services",14713148
"DXS","DEXUS","2004-10-06","Real Estate",11788195096
"DYL","DEEP YELLOW LIMITED","1985-12-19","Energy",337962232
"DYLNC","DEEP YELLOW LIMITED","1985-12-19","Energy",337962232
"E25","ELEMENT 25 LIMITED","2006-11-09","Materials",217977891
"E2E","EON NRG LIMITED","2011-01-21","Energy","N/A"
"E2M","E2 METALS LIMITED","2017-04-19","Materials",34608379
"E33","EAST 33 LIMITED..","2021-07-29","Food, Beverage & Tobacco",58306907
"E79","E79 GOLD MINES LIMITED","2021-10-07","Materials",16268706
"EAI","ELLERSTON ASIAN INVESTMENTS LIMITED","2015-09-15","Not Applic",139753360
"EAS","EASTON INVESTMENTS LIMITED","2005-08-02","Diversified Financials",41750212
"EAX","ENERGY ACTION LIMITED","2011-10-13","Commercial & Professional Services",7286922
"EBG","EUMUNDI GROUP LIMITED","1989-12-07","Consumer Services",41958766
"EBO","EBOS GROUP LIMITED","2013-12-06","Health Care Equipment & Services",5618333842
"EBR","EBR SYSTEMS INC.",,"Class Pend",0
"ECF","ELANOR COMMERCIAL PROPERTY FUND","2019-12-06","Real Estate",306707933
"ECG","ECARGO HOLDINGS LIMITED","2014-11-28","Commercial & Professional Services",14766000
"ECL","EXCELSIOR CAPITAL LTD","1993-04-22","Capital Goods",51610155
"ECP","ECP EMERGING GROWTH LIMITED","2014-08-14","Not Applic",30591132
"ECS","ECS BOTANICS HOLDINGS LTD","1986-03-13","Pharmaceuticals, Biotechnology & Life Sciences",30828843
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","1986-02-05","Commercial & Professional Services",24902511
"ECX","ECLIPX GROUP LIMITED","2015-04-22","Diversified Financials",794782243
"EDC","EILDON CAPITAL GROUP","2017-02-28","Diversified Financials",48761450
"EDE","EDEN INNOVATIONS LTD","2006-06-06","Energy",48199757
"EDV","ENDEAVOUR GROUP LIMITED","2021-06-24","Food & Staples Retailing",12429401318
"EEG","EMPIRE ENERGY GROUP LIMITED","1984-08-30","Energy",236792365
"EER","EAST ENERGY RESOURCES LIMITED","2007-12-19","Energy","N/A"
"EFE","EASTERN IRON LIMITED","2008-05-16","Materials",51378511
"EGG","ENERO GROUP LIMITED","2004-04-30","Media & Entertainment",352180428
"EGH","EUREKA GROUP HOLDINGS LIMITED","2004-07-01","Real Estate",157228195
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","1981-02-12","Capital Goods",54888795
"EGN","ENGENCO LIMITED","2006-12-14","Capital Goods",157747941
"EGR","ECOGRAF LIMITED","2010-10-29","Materials",272209743
"EGY","ENERGY TECHNOLOGIES LIMITED","1992-10-22","Capital Goods",29950274
"EHE","ESTIA HEALTH LIMITED","2014-12-05","Health Care Equipment & Services",543798615
"EHL","EMECO HOLDINGS LIMITED","2006-07-28","Capital Goods",567702347
"EL8","ELEVATE URANIUM LTD","1985-10-23","Energy",115717955
"ELD","ELDERS LIMITED","1981-06-30","Food, Beverage & Tobacco",1924661860
"ELE","ELMORE LTD","1998-02-25","Materials",11357932
"ELO","ELMO SOFTWARE LIMITED","2017-06-29","Software & Services",476915815
"ELS","ELSIGHT LIMITED","2017-06-08","Technology Hardware & Equipment",54670049
"ELT","ELEMENTOS LIMITED","2009-12-23","Materials",97407200
"EM1","EMERGE GAMING LIMITED","1971-06-09","Media & Entertainment",25788402
"EM2","EAGLE MOUNTAIN MINING LIMITED","2018-03-16","Materials",155083603
"EMB","EMBELTON LIMITED","1974-01-01","Capital Goods",27296891
"EMD","EMYRIA LIMITED","2020-02-12","Health Care Equipment & Services",77498016
"EME","ENERGY METALS LTD","2005-09-09","Energy",65001827
"EMH","EUROPEAN METALS HOLDINGS LIMITED","2012-07-19","Materials",233225455
"EML","EML PAYMENTS LIMITED","2006-01-18","Software & Services",1071736133
"EMN","EURO MANGANESE INC","2018-10-02","Materials",203841044
"EMP","EMPEROR ENERGY LIMITED","1987-06-05","Energy",9711500
"EMR","EMERALD RESOURCES NL","1994-07-22","Materials",499935291
"EMS","EASTERN METALS LIMITED","2021-10-25","Materials",12544813
"EMT","EMETALS LIMITED","2010-10-26","Not Applic",6800000
"EMU","EMU NL","2008-02-27","Materials",12595891
"EMUCA","EMU NL","2008-02-27","Materials",12595891
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",202478322
"EN1","ENGAGE:BDR LIMITED","2017-12-14","Media & Entertainment",7619995
"ENA","ENSURANCE LTD","2011-09-23","Insurance",24214933
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",263338180
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",63351305
